Area_of_Origin,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Fire_Alarm_System_Presence,Ignition_Source,Latitude,Longitude,Material_First_Ignited,Possible_Cause
Engine Area,0,0,10000,0,Fire alarm system present,Undetermined,43.6958,-79.55216,Undetermined (formerly 98),Electrical Failure
Garage,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.69106,-79.34574,Undetermined (formerly 98),Undetermined
Mechanical/Electrical Services Room,0,0,10000,0,Fire alarm system present,Circuit Wiring - Copper,43.76057,-79.21568,Electrical Wiring Insulation,Electrical Failure
Laboratory,0,0,10000,0,Fire alarm system present,Other,43.66208,-79.39762,Multiple Objects or Materials,Undetermined
Other Building Services/Support Facilities,0,0,10000,0,Undetermined,Other,43.71794,-79.57794,Wood,"Other unintentional cause, not classified"
Other Structural Area,0,0,10000,0,Fire alarm system present,"Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,",43.65432,-79.37877,Floor,Design/Construction/Installation/Maintenance Deficiency
"Living Area (e.g. living, TV, recreation, etc)",0,0,10000,0,Fire alarm system present,"Chemical Reaction (eg. spontaneous combustion, etc.)",43.6986,-79.39048,"Oily rags (inc. paint rags, etc)",Improper Storage
Porch or Balcony,0,0,10000,0,Fire alarm system present,Undetermined,43.79662,-79.42638,Undetermined (formerly 98),"Unintentional, cause undetermined"
"Court, Patio, Terrace",0,0,10000,0,Undetermined,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.59533,-79.5018,Structural Member,Improperly Discarded
Porch or Balcony,0,0,10000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.76224,-79.50052,Undetermined (formerly 98),Undetermined
Mechanical/Electrical Services Room,1,0,10000,0,Fire alarm system present,"Distribution Equipment (includes panel boards, fuses, circuit br",43.79433,-79.32597,Electrical Wiring Insulation,Electrical Failure
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,10000,0,Fire alarm system present,Space Heater - Fixed,43.70672,-79.55113,"Mattress, Pillow",Improper handling of ignition source or ignited material
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,10000,0,Fire alarm system present,"Terminations-Copper (incl receptacles, switches, lights)",43.661,-79.37739,Interior Wall/Ceiling,Electrical Failure
Cooking Area or Kitchen,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Stove, Range-top burner",43.66912,-79.33277,Plastic,Unattended
Cooking Area or Kitchen,1,0,10000,0,No Fire alarm system,"Stove, Range-top burner",43.68231,-79.51885,"Cooking Oil, Grease",Unattended
"HVAC Equipment Room (furnace room, water heater closet, boiler)",0,0,10000,0,Undetermined,Service/Utility Lines (includes power/hydro transmission lines),43.77386,-79.44301,Electrical Wiring Insulation,"Other unintentional cause, not classified"
"Court, Patio, Terrace",0,0,10000,0,Fire alarm system present,"Refrigerator, Freezer (includes vending machine)",43.70958,-79.399,Cabinetry,Electrical Failure
Roof,0,0,10000,0,Fire alarm system present,"Blow Torch, Bunsen Burner",43.73736,-79.31547,Exterior Cladding,Other misuse of ignition source/material ignited
"Living Area (e.g. living, TV, recreation, etc)",0,0,10000,0,Fire alarm system present,Candle,43.71864,-79.32559,"Curtain, Drapery",Unattended
Mechanical/Electrical Services Room,1,0,10000,0,Undetermined,"Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,",43.75963,-79.47819,Undetermined (formerly 98),Design/Construction/Installation/Maintenance Deficiency
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.74365,-79.49185,"Cooking Oil, Grease","Other unintentional cause, not classified"
Cooking Area or Kitchen,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Stove, Range-top burner",43.73534,-79.43972,"Cooking Oil, Grease",Unattended
Cooking Area or Kitchen,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Deep Fat Fryer,43.69904,-79.27827,Cabinetry,Unattended
Garage,0,0,10000,0,No Fire alarm system,"Extension Cord, Temporary Wiring",43.69483,-79.26413,Other Building Component,Electrical Failure
Cooking Area or Kitchen,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Stove, Range-top burner",43.7333,-79.59432,"Cooking Oil, Grease",Unattended
Basement/cellar (not partitioned),0,0,10000,0,No Fire alarm system,Other,43.76916,-79.51876,"Upholstered Sofa, Chair, etc.",Undetermined
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,Cutting/Welding Equipment,43.65338,-79.38645,"Fabric - Natural (eg. cotton, wool, etc.)","Other unintentional cause, not classified"
Garage,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Undetermined,43.81747,-79.21425,"Rubbish, Trash, Waste",Undetermined
Other Functional Area,0,0,10000,0,Fire alarm system present,Other Electrical,43.8311,-79.25971,Other,Electrical Failure
Roof,0,0,10000,0,Fire alarm system present,Other,43.77579,-79.49118,Exterior Roof Covering,"Other unintentional cause, not classified"
Cooking Area or Kitchen,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Stove, Range-top burner",43.7528,-79.55969,"Cooking Oil, Grease","Unintentional, cause undetermined"
Roof,0,0,10000,0,Undetermined,Cutting/Welding Equipment,43.77924,-79.50434,Exterior Roof Covering,"Other unintentional cause, not classified"
Office,0,0,10000,0,Fire alarm system present,Space Heater - Portable,43.67192,-79.37907,Multiple Objects or Materials,Other misuse of ignition source/material ignited
Roof,0,0,10000,0,Fire alarm system present,"Blow Torch, Bunsen Burner",43.6757,-79.3059,Exterior Cladding,"Other unintentional cause, not classified"
Cooking Area or Kitchen,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Oven,43.66809,-79.45604,Plastic,"Other unintentional cause, not classified"
"Process Manufacturing (inc manf, prod assembly, repair)",0,0,10000,0,Fire alarm system present,Other,43.71017,-79.31645,Undetermined (formerly 98),Undetermined
Electrical Systems,0,0,10000,0,Fire alarm system present,Transformer,43.68437,-79.36151,Electrical Wiring Insulation,Electrical Failure
Garage,0,0,10000,0,No Fire alarm system,"Distribution Equipment (includes panel boards, fuses, circuit br",43.76113,-79.52634,Interior Wall/Ceiling,Electrical Failure
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.65253,-79.45144,Plastic,Used for purpose not intended
Chimney/Flue Pipe,0,0,10000,0,Undetermined,Undetermined,43.77651,-79.31776,Exterior Roof Covering,Undetermined
Concealed Ceiling Area,0,0,10000,0,Undetermined,Undetermined,43.69151,-79.51649,Interior Wall/Ceiling,Undetermined
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,10000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.65965,-79.43644,"Non-upholstered Chair, etc.",Improperly Discarded
Other Outside Area,0,0,10000,0,No Fire alarm system,Service/Utility Lines (includes power/hydro transmission lines),43.68074,-79.45846,"Bush, Grass, Tree, Leaves, etc.","Other unintentional cause, not classified"
Engine Area,0,0,10000,0,Fire alarm system present,Undetermined,43.76942,-79.28226,Gasoline,Undetermined
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.65479,-79.38831,"Cooking Oil, Grease","Routine maintenance deficiency, eg creosote, lint, grease buildup"
"Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,0,10000,0,Fire alarm system present,Candle,43.77405,-79.22895,Undetermined (formerly 98),Improper handling of ignition source or ignited material
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,Other Appliances,43.73502,-79.41989,Electrical Wiring Insulation,Electrical Failure
Garage,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Distribution Equipment (includes panel boards, fuses, circuit br",43.79867,-79.41709,Undetermined (formerly 98),Electrical Failure
"Living Area (e.g. living, TV, recreation, etc)",0,0,10000,0,Fire alarm system present,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",43.64056,-79.393,Other,Other misuse of ignition source/material ignited
Porch or Balcony,0,0,10000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.75434,-79.31402,"Rubbish, Trash, Waste",Improperly Discarded
"Living Area (e.g. living, TV, recreation, etc)",0,0,10000,0,Fire alarm system present,"Hot Ashes, Embers, Spark",43.74265,-79.43532,Plastic,Improper handling of ignition source or ignited material
Laundry Area,0,0,10000,0,No Fire alarm system,Clothes Dryer,43.72564,-79.4201,"Fabric - Natural (eg. cotton, wool, etc.)","Routine maintenance deficiency, eg creosote, lint, grease buildup"
"Living Area (e.g. living, TV, recreation, etc)",0,0,10000,0,Fire alarm system present,Other Heating Equipment,43.71801,-79.35985,Interior Wall/Ceiling,Design/Construction/Installation/Maintenance Deficiency
Cooking Area or Kitchen,0,0,10000,0,No Fire alarm system,"Stove, Range-top burner",43.74413,-79.58252,Plastic,Unattended
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,Other Electrical Distribution Item,43.66202,-79.40722,Floor,Electrical Failure
Electrical Systems,0,0,10000,0,Undetermined,"Distribution Equipment (includes panel boards, fuses, circuit br",43.65651,-79.32634,Electrical Wiring Insulation,Electrical Failure
"Process Manufacturing (inc manf, prod assembly, repair)",0,0,10000,0,No Fire alarm system,Other Processing Equipment,43.73813,-79.24157,"Other chemicals, materials not classified above",Electrical Failure
Garage,0,0,10000,0,Fire alarm system present,Vehicle - Electrical,43.66653,-79.38813,Vehicle,Design/Construction/Installation/Maintenance Deficiency
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.69871,-79.33987,"Cooking Oil, Grease",Unattended
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.74223,-79.43016,Wood,Unattended
"Process Manufacturing (inc manf, prod assembly, repair)",0,0,10000,0,Fire alarm system present,Undetermined,43.72383,-79.52572,Other,"Routine maintenance deficiency, eg creosote, lint, grease buildup"
Cooking Area or Kitchen,0,0,10000,0,No Fire alarm system,"Stove, Range-top burner",43.78411,-79.29716,"Cooking Oil, Grease","Other unintentional cause, not classified"
"Process Manufacturing (inc manf, prod assembly, repair)",0,0,10000,0,Undetermined,Other Electrical,43.70086,-79.46945,"Rug, Carpet",Electrical Failure
Attached Deck,0,0,10000,0,Undetermined,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.77673,-79.39652,Wood,Improper handling of ignition source or ignited material
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.77576,-79.2619,Multiple Objects or Materials,Unattended
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,Undetermined,43.75349,-79.35749,"Rubbish, Trash, Waste",Improper handling of ignition source or ignited material
"Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,0,10000,0,Fire alarm system present,Circuit Wiring - Copper,43.67158,-79.32507,"Curtain, Drapery",Electrical Failure
Porch or Balcony,0,0,10000,0,No Fire alarm system,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.66222,-79.48072,Undetermined (formerly 98),"Unintentional, cause undetermined"
Laundry Area,0,0,10000,0,Fire alarm system present,Other Appliances,43.73505,-79.40345,"Fabric - Synthetic, Combination","Routine maintenance deficiency, eg creosote, lint, grease buildup"
Chimney/Flue Pipe,0,0,10000,0,No Fire alarm system,Wood burning stove,43.60483,-79.52081,Interior Wall/Ceiling,Design/Construction/Installation/Maintenance Deficiency
Cooking Area or Kitchen,0,0,10000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Stove, Range-top burner",43.75489,-79.28661,"Cooking Oil, Grease",Unattended
"HVAC Equipment Room (furnace room, water heater closet, boiler)",0,0,10000,0,Fire alarm system present,Water Heater,43.75144,-79.55298,Multiple Objects or Materials,Mechanical Failure
Exterior Wall,0,0,10000,0,Fire alarm system present,Undetermined,43.74345,-79.58745,Other Furniture,Improperly Discarded
"Process Manufacturing (inc manf, prod assembly, repair)",0,0,10000,0,Fire alarm system present,Vehicle - Mechanical,43.74208,-79.62607,Insulation,"Other unintentional cause, not classified"
Porch or Balcony,0,0,10000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.6284,-79.36065,Exterior Cladding,Undetermined
Cooking Area or Kitchen,0,0,10000,0,Undetermined,Oven,43.67449,-79.45872,"Cooking Oil, Grease",Undetermined
Basement/cellar (not partitioned),0,0,10000,0,Fire alarm system present,"Terminations-Copper (incl receptacles, switches, lights)",43.67372,-79.28239,Interior Wall/Ceiling,Electrical Failure
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.75074,-79.51727,Multiple diverse objects ignited,Unattended
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.75902,-79.51777,"Cooking Oil, Grease",Unattended
Engine Area,1,0,10000,0,Fire alarm system present,Undetermined,43.82226,-79.27566,Vehicle,Undetermined
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.78078,-79.2459,Cabinetry,Unattended
"Washroom or Bathroom (toilet,restroom/locker room)",0,0,10000,0,Fire alarm system present,Candle,43.68231,-79.51885,"Paper, Cardboard",Unattended
"Supply Storage Room (inc maintenance/office/document storage, et",0,0,10000,0,Fire alarm system present,"Blow Torch, Bunsen Burner",43.6433,-79.39825,Floor,"Other unintentional cause, not classified"
Mechanical/Electrical Services Room,0,0,10000,0,Fire alarm system present,Other Mechanical,43.72462,-79.49108,Undetermined (formerly 98),Mechanical Failure
Office,0,0,10000,0,Fire alarm system present,"Cord, Cable for Appliance, Electrical Articles",43.65644,-79.38406,Electrical Wiring Insulation,Electrical Failure
Porch or Balcony,0,0,10000,0,Fire alarm system present,"Terminations-Copper (incl receptacles, switches, lights)",43.77457,-79.25224,Undetermined (formerly 98),Electrical Failure
Other Storage Area,0,0,10000,0,Fire alarm system present,Undetermined,43.65651,-79.32634,Undetermined (formerly 98),Undetermined
Electrical Systems,0,0,10000,0,Undetermined,Other Electrical,43.67833,-79.41644,Multiple diverse objects ignited,Electrical Failure
"Product Storage (inc products or materials awaiting manuf, assembly)",0,0,10000,0,Undetermined,Undetermined,43.72467,-79.31773,"Paper, Cardboard",Undetermined
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.69194,-79.42187,"Other Soft Goods, Wearing Apparel",Used or Placed too close to combustibles
Cooking Area or Kitchen,0,0,10000,0,Fire alarm system present,"Stove, Range-top burner",43.63995,-79.39563,"Rubbish, Trash, Waste","Other unintentional cause, not classified"
Electronic Equipment,0,0,10000,0,Fire alarm system present,"Distribution Equipment (includes panel boards, fuses, circuit br",43.72098,-79.37894,Electrical Wiring Insulation,Electrical Failure
Undetermined  (formerly 98),0,0,10000,0,Fire alarm system present,Undetermined,43.77157,-79.28595,"Rubbish, Trash, Waste",Undetermined
Garage,0,0,10000,0,Undetermined,"Hot Ashes, Embers, Spark",43.76821,-79.16436,Undetermined (formerly 98),Design/Construction/Installation/Maintenance Deficiency
Exterior Wall,0,0,10000,0,Fire alarm system present,Cutting/Welding Equipment,43.64529,-79.38247,Exterior Cladding,Design/Construction/Installation/Maintenance Deficiency
